eventtime,filename,filepath,predicted_timestomped,lf_lsn,lf_cluster_index,usn_usn,confidence_score,confidence_level,classification,source,has_logfile_evidence,has_usnjrnl_evidence,lf_event,usn_event_info,cross_artifact_validation_score,timestamp_manipulation_pattern_score,is_tunneling
12/26/23 15:24,NewFileTime_SI_M_Manipulation.dll,\Program Files\Windows Mail\NewFileTime_SI_M_Manipulation.dll,1,,,1717352720.0,0.5119545735372882,MEDIUM,Timestomped,usnjrnl_only,False,True,,Basic_Info_Changed / File_Closed,1,3,False
