LSN,EventTime(UTC+8),Event,Detail,File/Directory Name,Full Path,CreationTime,ModifiedTime,MFTModifiedTime,AccessedTime,Redo,Target VCN,Cluster Index
10006785113,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:19,12/25/23 22:19,12/25/23 22:19,12/25/23 22:19,Deallocate File Record Segment,0x2FB7,6
10006785298,12/25/2023 22:19:50.1950,File Creation,,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/25/23 22:19,12/25/23 22:19,12/25/23 22:19,12/25/23 22:19,Initialize File Record Segment,0x2FB7,6
10006785525,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,,,,,Update Resident Value,0x2FB7,6
10006786167,,Updating Modified Time,ModifiedTime : 2023-12-25 22:19:20 -> 2023-12-25 22:19:50,UDB-User23847576+LocalStorage.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql,,,,,Update Resident Value,0x6E74,6
10006786545,,File Deletion,,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/25/23 22:19,12/25/23 22:19,12/25/23 22:19,12/25/23 22:19,Deallocate File Record Segment,0x2FB7,6
10006786739,12/25/2023 22:19:43.1943,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:19,12/25/23 22:19,12/25/23 22:19,12/25/23 22:19,Initialize File Record Segment,0x2FB7,6
10006786966,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x2FB7,6
10006787608,,Updating Modified Time,ModifiedTime : 2023-12-25 22:19:48 -> 2023-12-25 22:19:50,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2
10006787986,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:19,12/25/23 22:19,12/25/23 22:19,12/25/23 22:19,Deallocate File Record Segment,0x2FB7,6
10006791963,,# Check Point,,,,,,,,Compensation Log Record,0x547382B0,2
10006792000,,Updating Modified Time,ModifiedTime : 2023-12-25 22:19:38 -> 2023-12-25 22:19:56,last_run_current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\last_run_current_log.txt,,,,,Update Resident Value,0xC5,4
10006792154,,Updating Modified Time,ModifiedTime : 2023-12-25 22:18:46 -> 2023-12-25 22:19:46,EtwRTDefenderAuditLogger.etl <Guessed>,\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDefenderAuditLogger.etl,,,,,Update Resident Value,0x661F,0
10006796093,,# Check Point,,,,,,,,Compensation Log Record,0x547392D2,2
