LSN,EventTime(UTC+8),Event,Detail,File/Directory Name,Full Path,CreationTime,ModifiedTime,MFTModifiedTime,AccessedTime,Redo,Target VCN,Cluster Index
4395761815,,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 22:14:50 -> 2022-12-29 23:35:44,WINHEX.EXE-148C1105.pf <Guessed>,\Windows\Prefetch\WINHEX.EXE-148C1105.pf,,,,,Update Resident Value,0x158FB,2
4395762119,,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 22:14:50 -> 2022-12-29 23:35:44,WINHEX.EXE-7F73489F.pf <Guessed>,\Windows\Prefetch\WINHEX.EXE-7F73489F.pf,,,,,Update Resident Value,0x722E,6
4395762515,,Changing FileAttribute,RandomAccess -> 0x00000000,a879a6e6-21b2-4aab-bc74-15ec25f600c9 <Guessed>,\Users\blueangel\AppData\Local\Temp\a879a6e6-21b2-4aab-bc74-15ec25f600c9,,,,,Update Resident Value,0x6A51,6
4395762599,,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 22:20:10 -> 2022-12-29 23:35:44,WINHEX.EXE-C9FFACD2.pf <Guessed>,\Windows\Prefetch\WINHEX.EXE-C9FFACD2.pf,,,,,Update Resident Value,0x78D1,2
4395762853,,Changing FileAttribute,RandomAccess -> 0x00000000,b2d80689-0af2-490b-a330-e0a5cef76ca3 <Guessed>,\Users\blueangel\AppData\Local\Temp\b2d80689-0af2-490b-a330-e0a5cef76ca3,,,,,Update Resident Value,0x71B0,4
4395762937,,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 22:20:01 -> 2022-12-29 23:35:44,WINHLP32.EXE-22FEE79A.pf <Guessed>,\Windows\Prefetch\WINHLP32.EXE-22FEE79A.pf,,,,,Update Resident Value,0x73D9,2
4395763513,,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 22:14:50 -> 2022-12-29 23:35:44,WINSDKSETUP.EXE-E158F3E7.pf <Guessed>,\Windows\Prefetch\WINSDKSETUP.EXE-E158F3E7.pf,,,,,Update Resident Value,0xA2C5,6
4395763770,,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 22:14:50 -> 2022-12-29 23:35:44,WINSDKSETUP.EXE-E53A3191.pf <Guessed>,\Windows\Prefetch\WINSDKSETUP.EXE-E53A3191.pf,,,,,Update Resident Value,0xA2BB,4
4395764019,,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 22:14:50 -> 2022-12-29 23:35:44,WINSTORE.APP.EXE-1C8D3201.pf <Guessed>,\Windows\Prefetch\WINSTORE.APP.EXE-1C8D3201.pf,,,,,Update Resident Value,0x144DF,6
4395764275,,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 22:16:58 -> 2022-12-29 23:35:44,WINWORD.EXE-AB6EC2FA.pf <Guessed>,\Windows\Prefetch\WINWORD.EXE-AB6EC2FA.pf,,,,,Update Resident Value,0x6A54,2
4395764521,,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 22:15:46 -> 2022-12-29 23:35:45,WLRMDR.EXE-A7C36FDD.pf <Guessed>,\Windows\Prefetch\WLRMDR.EXE-A7C36FDD.pf,,,,,Update Resident Value,0x699B,2
4395764775,,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 22:18:53 -> 2022-12-29 23:35:45,WMIADAP.EXE-BB21CD77.pf <Guessed>,\Windows\Prefetch\WMIADAP.EXE-BB21CD77.pf,,,,,Update Resident Value,0x688D,6
4395765022,,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 22:15:33 -> 2022-12-29 23:35:45,WMIAPSRV.EXE-FC8436DD.pf <Guessed>,\Windows\Prefetch\WMIAPSRV.EXE-FC8436DD.pf,,,,,Update Resident Value,0x6881,6
4395765276,,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 22:37:06 -> 2022-12-29 23:35:45,WMIC.EXE-98223A30.pf <Guessed>,\Windows\Prefetch\WMIC.EXE-98223A30.pf,,,,,Update Resident Value,0x6CF2,2
4395765522,,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 22:14:50 -> 2022-12-29 23:35:45,00090000000084573DCBD853 <Guessed>,,,,,,Update Resident Value,0x2115,6
4395765779,,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 22:14:50 -> 2022-12-29 23:35:45,WWAHOST.EXE-2CFA09D4.pf <Guessed>,\Windows\Prefetch\WWAHOST.EXE-2CFA09D4.pf,,,,,Update Resident Value,0x685C,2
