LSN,EventTime(UTC+8),Event,Detail,File/Directory Name,Full Path,CreationTime,ModifiedTime,MFTModifiedTime,AccessedTime,Redo,Target VCN,Cluster Index
10007178405,,Writing Content of Resident File,Writing Size : 512,,,,,,,Update Resident Value,0x2FBA,2
10007179028,,Updating Modified Time,ModifiedTime : 2023-12-25 22:27:33 -> 2023-12-25 22:27:34,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2
10007179414,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Deallocate File Record Segment,0x2FBA,2
10007179595,12/25/2023 22:27:34.2734,File Creation,,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Initialize File Record Segment,0x2FBA,2
10007179820,,Writing Content of Resident File,Writing Size : 512,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,,,,,Update Resident Value,0x2FBA,2
10007180513,,Updating Modified Time,ModifiedTime : 2023-12-25 22:12:34 -> 2023-12-25 22:27:34,LocalSettingsDB.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql,,,,,Update Resident Value,0x6E6C,4
10007180897,,File Deletion,,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Deallocate File Record Segment,0x2FBA,2
10007181079,12/25/2023 22:26:43.2643,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Initialize File Record Segment,0x2FBA,2
10007181306,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x2FBA,2
10007182328,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Deallocate File Record Segment,0x2FBA,2
10007182517,12/25/2023 22:27:34.2734,File Creation,,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Initialize File Record Segment,0x2FBA,2
10007182734,12/25/2023 22:27:34.2734,Writing Content of Resident File,Writing Size : 512,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,,,,,Update Resident Value,0x2FBA,2
10007183730,12/25/2023 22:27:34.2734,File Deletion,,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Deallocate File Record Segment,0x2FBA,2
10007183916,12/25/2023 22:27:34.2734,File Creation,,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Initialize File Record Segment,0x2FBA,2
10007184133,,Writing Content of Resident File,Writing Size : 512,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,,,,,Update Resident Value,0x2FBA,2
10007185131,,File Deletion,,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Deallocate File Record Segment,0x2FBA,2
10007185249,,Updating Modified Time,ModifiedTime : 2023-12-25 22:27:18 -> 2023-12-25 22:27:35,last_run_current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\last_run_current_log.txt,,,,,Update Resident Value,0xC5,4
10007189497,,# Check Point,,,,,,,,Compensation Log Record,0x5479938B,2
10007189965,,Updating Modified Time,ModifiedTime : 2023-12-25 22:26:41 -> 2023-12-25 22:27:42,scope_v2.json <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\sentry\scope_v2.json,,,,,Update Resident Value,0x6C31,2
10007190237,,Writing Content of Non-Resident File,Data Runs(in Volume) : 671212(13),,,,,,,Update Mapping Pairs,0x6C31,2
10007190817,,Writing Content of Non-Resident File,Data Runs(in Volume) : 935178(13),,,,,,,Update Mapping Pairs,0x6C31,2
10007191094,12/25/2023 22:26:43.2643,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Initialize File Record Segment,0x2FBA,2
10007191321,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x2FBA,2
10007191960,,Updating Modified Time,ModifiedTime : 2023-12-25 22:27:34 -> 2023-12-25 22:27:43,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2
10007192350,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Deallocate File Record Segment,0x2FBA,2
10007192509,,Updating Modified Time,ModifiedTime : 2023-12-25 21:34:42 -> 2023-12-25 22:27:46,user-not-present-trace-2023-12-25-23-45-26.etl <Guessed>,\Windows\System32\SleepStudy\user-not-present-trace-2023-12-25-23-45-26.etl,,,,,Update Resident Value,0x2FAC,0
10007192907,12/25/2023 22:27:46.2746,Renaming File,SyncEngine-2023-12-25.1334.8764.8.aodl -> SyncEngine-2023-12-25.1334.8764.8.odl,SyncEngine-2023-12-25.1334.8764.8.odl,\Users\blueangel\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2023-12-25.1334.8764.8.odl,,,,,Create Attribute,0x2FAC,0
10007193173,12/25/2023 22:27:46.2746,Updating Modified Time,ModifiedTime : 2023-12-25 21:57:40 -> 2023-12-25 22:27:46,Personal <Guessed>,\Users\blueangel\AppData\Local\Microsoft\OneDrive\logs\Personal,,,,,Update Resident Value,0x6AC6,6
10007193481,12/25/2023 22:27:46.2746,File Creation,,SyncEngine-2023-12-25.1427.8764.9.aodl,\Users\blueangel\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2023-12-25.1427.8764.9.aodl,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Initialize File Record Segment,0x2FBA,2
10007193715,12/25/2023 22:27:46.2746,Writing Content of Resident File,Writing Size : 256,SyncEngine-2023-12-25.1427.8764.9.aodl,\Users\blueangel\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2023-12-25.1427.8764.9.aodl,,,,,Update Resident Value,0x2FBA,2
10007194120,12/25/2023 22:27:46.2746,File Creation,,SyncEngine-2023-12-25.1334.8764.8.odlgz,\Users\blueangel\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2023-12-25.1334.8764.8.odlgz,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Initialize File Record Segment,0x2FBB,0
10007194346,,Writing Content of Resident File,Writing Size : 256,SyncEngine-2023-12-25.1334.8764.8.odlgz,\Users\blueangel\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2023-12-25.1334.8764.8.odlgz,,,,,Update Resident Value,0x2FBB,0
10007194368,,Updating Modified Time,ModifiedTime : 2023-12-25 22:18:17 -> 2023-12-25 22:27:05,Temp <Guessed>,\Windows\Temp,,,,,Update Resident Value,0x588,6
10007195161,,File Deletion,,SyncEngine-2023-12-25.1334.8764.8.odl,\Users\blueangel\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2023-12-25.1334.8764.8.odl,12/25/23 21:34,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Deallocate File Record Segment,0x2FAC,0
10007199336,,# Check Point,,,,,,,,Compensation Log Record,0x5479B9A2,2
10007199437,12/25/2023 22:26:43.2643,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Initialize File Record Segment,0x2FAC,0
10007199664,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x2FAC,0
10007200306,,Updating Modified Time,ModifiedTime : 2023-12-25 22:27:43 -> 2023-12-25 22:27:49,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2
10007200684,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Deallocate File Record Segment,0x2FAC,0
10007200877,12/25/2023 22:26:43.2643,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Initialize File Record Segment,0x2FAC,0
10007201104,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x2FAC,0
10007202126,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Deallocate File Record Segment,0x2FAC,0
10007202247,,Updating Modified Time,ModifiedTime : 2023-12-25 22:27:35 -> 2023-12-25 22:27:47,last_run_current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\last_run_current_log.txt,,,,,Update Resident Value,0xC5,4
10007202515,,,,SyncEngine-2023-12-25.1334.8764.8.odlgz,\Users\blueangel\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2023-12-25.1334.8764.8.odlgz,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Set New Attribute Sizes,0x2FBB,0
10007202623,,Updating Modified Time,ModifiedTime : 2023-12-25 22:26:57 -> 2023-12-25 22:27:47,EtwRTDefenderAuditLogger.etl <Guessed>,\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDefenderAuditLogger.etl,,,,,Update Resident Value,0x661F,0
10007206805,,# Check Point,,,,,,,,Compensation Log Record,0x5479D687,2
10007206842,,Updating Modified Time,ModifiedTime : 2023-12-25 22:27:47 -> 2023-12-25 22:27:53,last_run_current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\last_run_current_log.txt,,,,,Update Resident Value,0xC5,4
10007206897,,Updating Modified Time,ModifiedTime : 2023-12-25 22:17:57 -> 2023-12-25 22:27:57,StateRepository-Deployment.srd-shm <Guessed>,\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-shm,,,,,Update Resident Value,0x6641,0
10007207225,,Writing Content of Non-Resident File,Data Runs(in Volume) : 440424(8),,,,,,,Update Mapping Pairs,0x6641,0
10007211115,12/25/2023 22:27:59.2759,File Creation,,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,12/25/23 22:27,Initialize File Record Segment,0x2FAC,0
