filename,full_path,lf_lsn,usn_usn,confidence_pct,usn_event_time,lf_event,lf_detail,usn_event_info,zero_in_nanoseconds,zero_in_nanoseconds_lf,time_reversal_event,basic_info_changed,cross_artifact_validation_score,cross_artifact_detected,has_logfile_evidence,has_usnjrnl_evidence,lf_creation_time,lf_modified_time,lf_accessed_time,lf_mft_modified_time,timestamp_changed_to_past,using_another_timestamp,modified_creationtime,modified_modifiedtime,modified_accessedtime,zero_nano_time_reversal,path_depth,filename_length,is_executable,is_document,is_archive,is_image
BIT2F5F.tmp,\Windows\Temp\BIT2F5F.tmp,6280899609.0,996840408.0,99.60955014368511,1/5/23 22:09,Time Reversal Event & Changing FileAttribute,CreationTime : 2023-01-05 22:09:01 -> 2023-01-05 08:39:20(Zero in 100-nanoseconds)/ ModifiedTime : 2023-01-05 22:09:01 -> 2023-01-05 08:39:20(Zero in 100-nanoseconds)/ MFTModifiedTime : 2023-01-05 22:09:01 -> 2023-01-05 08:39:20(Zero in 100-nanoseconds)/ AccessedTime : 2023-01-05 22:09:01 -> 2023-01-05 08:39:20(Zero in 100-nanoseconds) & Hidden/ Archive -> Hidden,Basic_Info_Changed / File_Closed,True,True,True,True,1.0,True,True,True,,,,,False,False,True,True,True,True,3,11,False,False,False,False
BIT5537.tmp,\Windows\Temp\BIT5537.tmp,6280968867.0,996851888.0,99.60955014368511,1/5/23 22:09,Time Reversal Event & Changing FileAttribute,CreationTime : 2023-01-05 22:09:10 -> 2023-01-05 22:00:26(Zero in 100-nanoseconds)(same as wct2681.tmp)/ ModifiedTime : 2023-01-05 22:09:11 -> 2023-01-05 22:00:26(Zero in 100-nanoseconds)(same as wct2681.tmp)/ MFTModifiedTime : 2023-01-05 22:09:11 -> 2023-01-05 22:00:26(Zero in 100-nanoseconds)/ AccessedTime : 2023-01-05 22:09:11 -> 2023-01-05 22:00:26(Zero in 100-nanoseconds) & Hidden/ Archive -> Hidden,Basic_Info_Changed / File_Closed,True,True,True,True,1.0,True,True,True,,,,,False,False,True,True,True,True,3,11,False,False,False,False
BIT6CF6.tmp,\Users\blueangel\AppData\Local\Temp\BIT6CF6.tmp,6281156754.0,996932344.0,99.76288903371022,1/5/23 22:09,Time Reversal Event & Changing FileAttribute,CreationTime : 2023-01-05 22:09:16 -> 2023-01-05 22:05:52(Zero in 100-nanoseconds)/ ModifiedTime : 2023-01-05 22:09:17 -> 2023-01-05 22:05:52(Zero in 100-nanoseconds)/ MFTModifiedTime : 2023-01-05 22:09:17 -> 2023-01-05 22:05:52(Zero in 100-nanoseconds)/ AccessedTime : 2023-01-05 22:09:17 -> 2023-01-05 22:05:52(Zero in 100-nanoseconds) & Hidden/ Archive -> Hidden,Basic_Info_Changed / File_Closed,True,True,True,True,1.0,True,True,True,,,,,False,False,True,True,True,True,6,11,False,False,False,False
BIT6F87.tmp,\Windows\Temp\BIT6F87.tmp,6281246246.0,996974992.0,99.60955014368511,1/5/23 22:09,Time Reversal Event & Changing FileAttribute,CreationTime : 2023-01-05 22:09:17 -> 2023-01-05 22:05:52(Zero in 100-nanoseconds)(same as wctCBC9.tmp)/ ModifiedTime : 2023-01-05 22:09:18 -> 2023-01-05 22:05:52(Zero in 100-nanoseconds)(same as wctCBC9.tmp)/ MFTModifiedTime : 2023-01-05 22:09:18 -> 2023-01-05 22:05:52(Zero in 100-nanoseconds)/ AccessedTime : 2023-01-05 22:09:18 -> 2023-01-05 22:05:52(Zero in 100-nanoseconds) & Hidden/ Archive -> Hidden,Basic_Info_Changed / File_Closed,True,True,True,True,1.0,True,True,True,,,,,False,False,True,True,True,True,3,11,False,False,False,False
BIT795C.tmp,\Windows\Temp\BIT795C.tmp,6281334926.0,997010184.0,99.60955014368511,1/5/23 22:09,Time Reversal Event,CreationTime : 2023-01-05 22:09:20 -> 2022-12-17 23:35:25(Zero in 100-nanoseconds)/ ModifiedTime : 2023-01-05 22:09:20 -> 2022-12-17 23:35:25(Zero in 100-nanoseconds)/ MFTModifiedTime : 2023-01-05 22:09:20 -> 2022-12-17 23:35:25(Zero in 100-nanoseconds)/ AccessedTime : 2023-01-05 22:09:20 -> 2022-12-17 23:35:25(Zero in 100-nanoseconds),Basic_Info_Changed / File_Closed,True,True,True,True,1.0,True,True,True,,,,,False,False,True,True,True,True,3,11,False,False,False,False
BITB232.tmp,\Users\blueangel\AppData\Local\Temp\BITB232.tmp,6291783973.0,997768600.0,99.76288903371022,1/5/23 22:09,Time Reversal Event & Changing FileAttribute,CreationTime : 2023-01-05 22:09:34 -> 2023-01-05 08:41:13(Zero in 100-nanoseconds)(same as wct206E.tmp)/ ModifiedTime : 2023-01-05 22:09:35 -> 2023-01-05 08:41:13(Zero in 100-nanoseconds)(same as wct206E.tmp)/ MFTModifiedTime : 2023-01-05 22:09:35 -> 2023-01-05 08:41:13(Zero in 100-nanoseconds)/ AccessedTime : 2023-01-05 22:09:35 -> 2023-01-05 08:41:13(Zero in 100-nanoseconds) & Hidden/ Archive -> Hidden,Basic_Info_Changed / File_Closed,True,True,True,True,1.0,True,True,True,,,,,False,False,True,True,True,True,6,11,False,False,False,False
BITCBD5.tmp,\Windows\Temp\BITCBD5.tmp,6292125927.0,997880496.0,99.60955014368511,1/5/23 22:09,Time Reversal Event & Changing FileAttribute,CreationTime : 2023-01-05 22:09:41 -> 2023-01-05 22:05:52(Zero in 100-nanoseconds)(same as wct6F61.tmp)/ ModifiedTime : 2023-01-05 22:09:42 -> 2023-01-05 22:05:52(Zero in 100-nanoseconds)(same as wct6F61.tmp)/ MFTModifiedTime : 2023-01-05 22:09:42 -> 2023-01-05 22:05:52(Zero in 100-nanoseconds)/ AccessedTime : 2023-01-05 22:09:42 -> 2023-01-05 22:05:52(Zero in 100-nanoseconds) & Hidden/ Archive -> Hidden,Basic_Info_Changed / File_Closed,True,True,True,True,1.0,True,True,True,,,,,False,False,True,True,True,True,3,11,False,False,False,False
boof.dll,\Windows\SysWOW64\boof.dll,6281030353.0,996866824.0,99.98971342334488,1/5/23 22:09,Time Reversal Event,CreationTime : 2023-01-05 22:09:14 -> 2019-12-07 17:03:44(Zero in 100-nanoseconds)(same as boof.exe/ boof.sys)/ ModifiedTime : 2023-01-05 22:09:14 -> 2019-12-07 17:03:44(Zero in 100-nanoseconds)(same as boof.exe/ boof.sys)/ AccessedTime : 2023-01-05 22:09:14 -> 2019-12-07 17:03:44(Zero in 100-nanoseconds)(same as boof.sys),Basic_Info_Changed / File_Closed,True,True,True,True,1.0,True,True,True,,,,,False,False,True,True,True,True,3,8,True,False,False,False
boof.exe,\Windows\SysWOW64\boof.exe,6281031128.0,996867224.0,99.98971342334488,1/5/23 22:09,Time Reversal Event,CreationTime : 2023-01-05 22:09:14 -> 2019-12-07 17:03:44(Zero in 100-nanoseconds)(same as boof.dll/ boof.sys)/ ModifiedTime : 2023-01-05 22:09:14 -> 2019-12-07 17:03:44(Zero in 100-nanoseconds)(same as boof.dll/ boof.sys)/ AccessedTime : 2023-01-05 22:09:14 -> 2019-12-07 17:03:44(Zero in 100-nanoseconds)(same as boof.dll/ boof.sys),Basic_Info_Changed / File_Closed,True,True,True,True,1.0,True,True,True,,,,,False,False,True,True,True,True,3,8,True,False,False,False
boof.sys,\Windows\SysWOW64\boof.sys,6281031900.0,996867624.0,99.98971342334488,1/5/23 22:09,Time Reversal Event,CreationTime : 2023-01-05 22:09:14 -> 2019-12-07 17:03:44(Zero in 100-nanoseconds)(same as boof.dll/ boof.exe)/ ModifiedTime : 2023-01-05 22:09:14 -> 2019-12-07 17:03:44(Zero in 100-nanoseconds)(same as boof.dll/ boof.exe)/ AccessedTime : 2023-01-05 22:09:14 -> 2019-12-07 17:03:44(Zero in 100-nanoseconds)(same as boof.dll),Basic_Info_Changed / File_Closed,True,True,True,True,1.0,True,True,True,,,,,False,False,True,True,True,True,3,8,True,False,False,False
lsdb2.json.new,\ProgramData\Avast Software\Avast\lsdb2.json.new,6291963097.0,997831104.0,99.83961176815414,1/5/23 22:09,Time Reversal Event,CreationTime : 2023-01-05 22:09:38 -> 2022-12-20 22:01:50(same as lsdb2.json),Basic_Info_Changed / File_Renamed_Old / Access_Right_Changed,False,False,True,True,1.0,True,True,True,,,,,False,False,True,False,False,False,4,14,False,False,False,False
OneDrive.exe,\Program Files\Microsoft OneDrive\OneDrive.exe,6282905221.0,997514232.0,99.81144802458934,1/5/23 22:09,Time Reversal Event,ModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:21/ MFTModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:21,Basic_Info_Changed / Named_Data_Stream_Added / Reparse_Point_Changed / Named_Stream_Changed / File_Closed,False,False,True,True,1.0,True,True,True,,,,,False,False,False,True,False,False,3,12,True,False,False,False
OneDrive.VisualElementsManifest.xml,\Program Files\Microsoft OneDrive\OneDrive.VisualElementsManifest.xml,6282961071.0,997552400.0,99.66587469439219,1/5/23 22:09,Time Reversal Event,ModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:21/ MFTModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:21,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,False,False,True,True,1.0,True,True,True,,,,,False,False,False,True,False,False,3,35,False,False,False,False
OneDriveMedTile.contrast-black_scale-100.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-black_scale-100.png,6282910257.0,997515720.0,99.00761744518758,1/5/23 22:09,Time Reversal Event,ModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23/ MFTModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,False,False,True,True,1.0,True,True,True,,,,,False,False,False,True,False,False,4,44,False,False,False,True
