eventtime,filename,filepath,predicted_timestomped,lf_lsn,lf_cluster_index,usn_usn,confidence_score,confidence_level,classification,source,has_logfile_evidence,has_usnjrnl_evidence,lf_event,usn_event_info,cross_artifact_validation_score,timestamp_manipulation_pattern_score,is_tunneling
12/23/23 0:22,NewFileTime_SI_C_Manipulation.dll,\Program Files\Windows Mail\NewFileTime_SI_C_Manipulation.dll,1,,,1328063200.0,0.5782527813844519,MEDIUM,Timestomped,usnjrnl_only,False,True,,Basic_Info_Changed / File_Closed,1,3,False
