filename,full_path,lf_lsn,usn_usn,confidence_pct,zero_in_nanoseconds,zero_in_nanoseconds_lf,time_reversal_event,basic_info_changed,cross_artifact_validation_score,cross_artifact_detected,has_logfile_evidence,has_usnjrnl_evidence
OneDriveSmallTile.scale-400.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.scale-400.png,6282790465.0,997532528.0,99.3637207707689,False,False,True,True,1.0,True,True,True
OneDriveSmallTile.scale-200.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.scale-200.png,6282788972.0,997531512.0,99.3637207707689,False,False,True,True,1.0,True,True,True
OneDriveSmallTile.scale-150.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.scale-150.png,6282787884.0,997530616.0,99.3637207707689,False,False,True,True,1.0,True,True,True
OneDriveSmallTile.scale-125.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.scale-125.png,6282786688.0,997529720.0,99.3637207707689,False,False,True,True,1.0,True,True,True
OneDriveSmallTile.scale-100.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.scale-100.png,6282785531.0,997528824.0,99.3637207707689,False,False,True,True,1.0,True,True,True
resources.pri,\Program Files\Microsoft OneDrive\Resources.pri,6282792390.0,997065976.0,99.32853962620511,False,False,True,True,1.0,True,True,True
OneDriveSmallTile.contrast-white_scale-100.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.contrast-white_scale-100.png,6282779444.0,997523456.0,99.00939478181405,False,False,True,True,1.0,True,True,True
OneDriveSmallTile.contrast-black_scale-100.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.contrast-black_scale-100.png,6282772779.0,997517552.0,99.00939478181405,False,False,True,True,1.0,True,True,True
OneDriveSmallTile.contrast-black_scale-200.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.contrast-black_scale-200.png,6282776631.0,997520880.0,99.00939478181405,False,False,True,True,1.0,True,True,True
OneDriveSmallTile.contrast-black_scale-400.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.contrast-black_scale-400.png,6282778151.0,997522264.0,99.00939478181405,False,False,True,True,1.0,True,True,True
OneDriveSmallTile.contrast-white_scale-400.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.contrast-white_scale-400.png,6282784357.0,997527856.0,99.00939478181405,False,False,True,True,1.0,True,True,True
OneDriveSmallTile.contrast-white_scale-125.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.contrast-white_scale-125.png,6282780710.0,997524520.0,99.00939478181405,False,False,True,True,1.0,True,True,True
OneDriveSmallTile.contrast-white_scale-150.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.contrast-white_scale-150.png,6282781907.0,997525584.0,99.00939478181405,False,False,True,True,1.0,True,True,True
OneDriveSmallTile.contrast-white_scale-200.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.contrast-white_scale-200.png,6282783106.0,997526648.0,99.00939478181405,False,False,True,True,1.0,True,True,True
OneDriveSmallTile.contrast-black_scale-150.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.contrast-black_scale-150.png,6282775280.0,997519816.0,99.00939478181405,False,False,True,True,1.0,True,True,True
OneDriveSmallTile.contrast-black_scale-125.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveSmallTile.contrast-black_scale-125.png,6282773973.0,997518616.0,99.00939478181405,False,False,True,True,1.0,True,True,True
OneDriveMedTile.contrast-white_scale-100.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-white_scale-100.png,6282761284.0,997507832.0,99.00761744518758,False,False,True,True,1.0,True,True,True
OneDriveMedTile.contrast-white_scale-400.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-white_scale-400.png,6282766033.0,997512232.0,99.00761744518758,False,False,True,True,1.0,True,True,True
OneDriveMedTile.contrast-white_scale-200.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-white_scale-200.png,6282764857.0,997511168.0,99.00761744518758,False,False,True,True,1.0,True,True,True
OneDriveMedTile.contrast-white_scale-150.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-white_scale-150.png,6282763724.0,997509960.0,99.00761744518758,False,False,True,True,1.0,True,True,True
OneDriveMedTile.contrast-white_scale-125.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-white_scale-125.png,6282762530.0,997508896.0,99.00761744518758,False,False,True,True,1.0,True,True,True
OneDriveMedTile.contrast-black_scale-400.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-black_scale-400.png,6282759950.0,997506624.0,99.00761744518758,False,False,True,True,1.0,True,True,True
OneDriveMedTile.contrast-black_scale-200.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-black_scale-200.png,6282758822.0,997505560.0,99.00761744518758,False,False,True,True,1.0,True,True,True
OneDriveMedTile.contrast-black_scale-150.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-black_scale-150.png,6282757620.0,997504496.0,99.00761744518758,False,False,True,True,1.0,True,True,True
OneDriveMedTile.contrast-black_scale-125.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-black_scale-125.png,6282756426.0,997503432.0,99.00761744518758,False,False,True,True,1.0,True,True,True
OneDriveMedTile.contrast-black_scale-100.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-black_scale-100.png,6282755178.0,997502280.0,99.00761744518758,False,False,True,True,1.0,True,True,True
OneDriveMedTile.scale-400.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.scale-400.png,6282771600.0,997516584.0,98.64680877984493,False,False,True,True,1.0,True,True,True
OneDriveMedTile.scale-200.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.scale-200.png,6282770515.0,997515744.0,98.64680877984493,False,False,True,True,1.0,True,True,True
OneDriveMedTile.scale-150.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.scale-150.png,6282769375.0,997514848.0,98.64680877984493,False,False,True,True,1.0,True,True,True
OneDriveMedTile.scale-125.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.scale-125.png,6282768280.0,997514008.0,98.64680877984493,False,False,True,True,1.0,True,True,True
OneDriveMedTile.scale-100.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.scale-100.png,6282767199.0,997513168.0,98.64680877984493,False,False,True,True,1.0,True,True,True
{1B86E1E3-F159-4832-8965-B9433AAADDDC}_OneDrive.exe,\Program Files\Microsoft OneDrive\22.238.1114.0002\{1B86E1E3-F159-4832-8965-B9433AAADDDC}_OneDrive.exe,6282750453.0,997499048.0,98.49575735642013,False,False,True,True,1.0,True,True,True
{28DB188F-7FDE-43D5-87CE-010D04CE85A3}_OneDriveStandaloneUpdater.exe,\Program Files\Microsoft OneDrive\22.238.1114.0002\{28DB188F-7FDE-43D5-87CE-010D04CE85A3}_OneDriveStandaloneUpdater.exe,6282827323.0,997543936.0,98.21127549753925,False,False,True,True,1.0,True,True,True
