eventtime,filename,filepath,ml_confidence,hybrid_confidence,confidence_boost,ml_classification,hybrid_classification,rule_applied,cross_artifact_validation_score,has_logfile_evidence,zero_in_nanoseconds
1/5/23 22:03,323b9559-1f43-48fd-b731-7a5643079473.tmp,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Partitions\msa\323b9559-1f43-48fd-b731-7a5643079473.tmp,0.0999,0.9,0.8001,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:53,7abde083-bb12-42a0-8e84-879dcfcd5008.tmp,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Partitions\msa\7abde083-bb12-42a0-8e84-879dcfcd5008.tmp,0.1098,0.9,0.7902,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/5/23 22:03,83fefef7-5b43-4e8e-b6e1-05638feea275.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\83fefef7-5b43-4e8e-b6e1-05638feea275.tmp,0.1098,0.9,0.7902,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:53,IDX_CONTENT_TASKBARHEADLINES.json.~tmp,\Users\blueangel\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\ShellFeeds\IDX_CONTENT_TASKBARHEADLINES.json.~tmp,0.1098,0.9,0.7902,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:51,cb40b1b1-2402-4d4e-9aa3-93deb769d3f8.tmp,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Partitions\msa\cb40b1b1-2402-4d4e-9aa3-93deb769d3f8.tmp,0.1098,0.9,0.7902,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/5/23 22:03,~ocuments.tmp,\Users\blueangel\AppData\Roaming\Microsoft\Windows\Libraries\~ocuments.tmp,0.1098,0.9,0.7902,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/5/23 22:02,IDX_CONTENT_TASKBARHEADLINES.json.~tmp,\Users\blueangel\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\ShellFeeds\IDX_CONTENT_TASKBARHEADLINES.json.~tmp,0.1098,0.9,0.7902,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/5/23 22:02,2bf59cad-bfd6-45a3-a263-3be59d2361c8.tmp,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Partitions\msa\2bf59cad-bfd6-45a3-a263-3be59d2361c8.tmp,0.1098,0.9,0.7902,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:52,4378ee07-7286-464e-8feb-c83ab4f8d030.tmp,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Partitions\msa\4378ee07-7286-464e-8feb-c83ab4f8d030.tmp,0.1198,0.9,0.7802,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:52,4e122362-e90a-4e7c-898e-ba05dd7a6b5f.tmp,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Partitions\msa\4e122362-e90a-4e7c-898e-ba05dd7a6b5f.tmp,0.1198,0.9,0.7802,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/5/23 22:03,86976343-68c0-4c65-b3d7-2fde94b8f46e.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\86976343-68c0-4c65-b3d7-2fde94b8f46e.tmp,0.1198,0.9,0.7802,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/5/23 22:02,0f9e8788-ebcb-4fb4-8624-7e107f652c15.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\0f9e8788-ebcb-4fb4-8624-7e107f652c15.tmp,0.1198,0.9,0.7802,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/5/23 22:02,aa1e926c-63a3-4e74-981c-a70108a90e92.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\aa1e926c-63a3-4e74-981c-a70108a90e92.tmp,0.1298,0.9,0.7702,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/5/23 22:03,e3000095-5581-48de-84e4-6fa5b32390c7.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\e3000095-5581-48de-84e4-6fa5b32390c7.tmp,0.1298,0.9,0.7702,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/5/23 22:03,7ab9d739d8f1f711.temp.ini,\Users\blueangel\AppData\Local\Microsoft\OneDrive\settings\Personal\7ab9d739d8f1f711.temp.ini,0.1298,0.9,0.7702,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:52,bfbc66b1-6698-40d1-8d96-0970bab60abd.tmp,\Users\blueangel\AppData\Roaming\Microsoft\Teams\bfbc66b1-6698-40d1-8d96-0970bab60abd.tmp,0.1298,0.9,0.7702,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/5/23 22:03,7ab9d739d8f1f711.temp.ini,\Users\blueangel\AppData\Local\Microsoft\OneDrive\settings\Personal\7ab9d739d8f1f711.temp.ini,0.1298,0.9,0.7702,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:51,b4e2aeda-f6a2-4043-96d7-9b7677cb50cd.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\b4e2aeda-f6a2-4043-96d7-9b7677cb50cd.tmp,0.1298,0.9,0.7702,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:56,021afc8d-c898-4991-81df-ed1db95715ef.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\021afc8d-c898-4991-81df-ed1db95715ef.tmp,0.1398,0.9,0.7602,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:49,efeae708-a953-431e-9c63-d8bf9a36332c.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\efeae708-a953-431e-9c63-d8bf9a36332c.tmp,0.1398,0.9,0.7602,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:50,5a7ebc92-f818-4aac-bd92-5aebfce1614d.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\5a7ebc92-f818-4aac-bd92-5aebfce1614d.tmp,0.1398,0.9,0.7602,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:50,3cb7227d-e89c-4f07-b121-19ea87ed79a3.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\3cb7227d-e89c-4f07-b121-19ea87ed79a3.tmp,0.1398,0.9,0.7602,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:53,9ec53dc5-d202-46c4-9fae-c3603cadb67a.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\9ec53dc5-d202-46c4-9fae-c3603cadb67a.tmp,0.1398,0.9,0.7602,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:52,435ad792-81c3-4f91-a44d-71fb06d1111f.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\435ad792-81c3-4f91-a44d-71fb06d1111f.tmp,0.1398,0.9,0.7602,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:48,324ea75b-f5dc-4118-8fb5-82b7919d05d0.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\324ea75b-f5dc-4118-8fb5-82b7919d05d0.tmp,0.1398,0.9,0.7602,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:53,74672ba5-6852-4bab-b6e6-ad78a40351eb.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\74672ba5-6852-4bab-b6e6-ad78a40351eb.tmp,0.1398,0.9,0.7602,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:49,38769fa8-6c22-4403-83e7-b628fe1402ad.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\38769fa8-6c22-4403-83e7-b628fe1402ad.tmp,0.1398,0.9,0.7602,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:46,2cec0af4-b251-460c-b024-8ce44423ae6c.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\2cec0af4-b251-460c-b024-8ce44423ae6c.tmp,0.1398,0.9,0.7602,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:48,4752441c-4f17-49c9-8eea-db4d8c1dd710.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\4752441c-4f17-49c9-8eea-db4d8c1dd710.tmp,0.1398,0.9,0.7602,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
1/4/23 21:47,9192d34b-0b8f-4776-96bf-06835b9c7d5d.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\9192d34b-0b8f-4776-96bf-06835b9c7d5d.tmp,0.1398,0.9,0.7602,Benign,Timestomped,Rule 1: Cross-artifact validation (LogFile + UsnJrnl),3,True,False
