test_precision,test_recall,test_f1,auc_roc,auc_pr,true_negatives,false_positives,false_negatives,true_positives,test_samples,test_timestomped,train_samples,train_timestomped
1.0,1.0,1.0,1.0,1.0,231105,0,0,34,231139,34,552813,5473
