lsn,eventtime,event,filedirectoryname,fullpath,creationtime,modifiedtime,mftmodifiedtime,accessedtime,redo,targetvcn,clusterindex,missingfullpathflaglsn
10571625873,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0
10571626589,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0
10571627174,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0
10571627886,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0
10571628471,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0
10571629187,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0
10571629772,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0
10571630480,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0
10571631065,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0
10571631782,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0
10571632367,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0
10571633124,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0
10571633722,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0
10571634458,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0
10571635102,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0
10571635819,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0
10571636463,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0
10571637171,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0
10571637848,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0
10571638618,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0
10571639203,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0
10571639919,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0
10571640504,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0
10571641212,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0
10571641797,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0
10571642565,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0
10571643150,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0
10571643858,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0
10571644451,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0
10571645159,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0
10571645745,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0
10571646453,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0
10571647046,12/28/23 21:39:30,File Deletion,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0
10571647787,12/28/23 21:39:30,File Creation,ca268b15-023a-41a4-84e7-4c60b6ac61d6,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\tmp\ca268b15-023a-41a4-84e7-4c60b6ac61d6,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0
10571649032,12/28/23 21:39:30,File Creation,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x3239,2,0
