LSN,EventTime(UTC+8),Event,Detail,File/Directory Name,Full Path,CreationTime,ModifiedTime,MFTModifiedTime,AccessedTime,Redo,Target VCN,Cluster Index
4352890868,,Updating Modified Time,ModifiedTime : 2022-12-29 23:25:50 -> 2022-12-29 23:25:55,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2
4352891252,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/29/22 22:37,12/29/22 23:25,12/29/22 23:25,12/29/22 23:25,Deallocate File Record Segment,0x8849,2
4352891445,12/29/22 22:37,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/29/22 22:37,12/29/22 23:25,12/29/22 23:25,12/29/22 23:25,Initialize File Record Segment,0x8849,2
4352891672,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x8849,2
4352892692,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/29/22 22:37,12/29/22 23:25,12/29/22 23:25,12/29/22 23:25,Deallocate File Record Segment,0x8849,2
4352892824,,Updating Modified Time,ModifiedTime : 2022-12-29 23:23:56 -> 2022-12-29 23:25:56,000006.log <Guessed>,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Partitions\msa\IndexedDB\https_teams.live.com_0.indexeddb.leveldb\000006.log,,,,,Update Resident Value,0x17129,4
4352892916,,Writing Content of Non-Resident File,Data Runs(in Volume) : 5491647(16),,,,,,,Update Mapping Pairs,0x155DD,4
4352892948,,Updating Modified Time,ModifiedTime : 2022-12-29 23:25:33 -> 2022-12-29 23:25:55,Temp <Guessed>,\Users\blueangel\AppData\Local\Temp,,,,,Update Resident Value,0x68B9,2
4352893103,12/29/22 23:25,File Creation,,9453d1f2-231d-4d26-ac96-9c15fee08bfe.tmp,\Users\blueangel\AppData\Local\Temp\9453d1f2-231d-4d26-ac96-9c15fee08bfe.tmp,12/29/22 23:25,12/29/22 23:25,12/29/22 23:25,12/29/22 23:25,Initialize File Record Segment,0x8849,2
4352893496,,Updating Modified Time,ModifiedTime : 2022-12-29 23:25:55 -> 2022-12-29 23:25:58,Temp <Guessed>,\Users\blueangel\AppData\Local\Temp,,,,,Update Resident Value,0x68B9,2
4352893704,12/29/22 22:37,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/29/22 22:37,12/29/22 23:26,12/29/22 23:26,12/29/22 23:26,Initialize File Record Segment,0xB3F6,2
4352893931,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0xB3F6,2
