source,lsn/usn,category,detail
usnjrnl,1754223456,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.123941.413.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:32) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754224176,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.131751.671.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:32) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754224896,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.141751.921.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:32) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754225616,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.151751.922.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:32) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754226688,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.161216.280.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:32) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754228848,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.183344.727.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754229568,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.193344.723.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754230288,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.203344.753.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754231072,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.213344.760.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754231792,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.223344.729.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754232512,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.020554.227.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754233520,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.102219.679.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754234240,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.112814.052.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754235744,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.122814.011.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754236464,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.132814.206.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754237616,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.142814.057.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754244128,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.172814.102.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754245808,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.182814.085.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754247008,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.192814.145.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754247968,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.202814.135.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754248688,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.212814.155.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754249408,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.222814.158.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754250128,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.232814.168.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754250848,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231231.013631.836.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754254288,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.232814.168.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
usnjrnl,1754647792,Timestamp Manipulation,"[Suspicious] The timestamp of PowerShell_SI_MAC_Manipulation.dll"" may have been manipulated. => ((CreationTime : 2022-12-24 11:24:41) != (Creation Event Time : 2023-12-31 00:21:38))"""
