source,lsn/usn,category,detail
logfile,10588363482,Timestamp Manipulation,"[Malicious] After execution of SetMace, $SI timestamp of SetMACE_SI_MACE_Copy_Manipulation.dll"" is changed to the past. (Using another normal file's timestamp) => CreationTime : 2023-12-31 01:15:49 -> 2023-12-25 16:22:59(same as wabimp.dll), ModifiedTime : 2023-12-31 01:15:50 -> 2023-12-25 16:22:59(same as wabimp.dll), MFTModifiedTime : 2023-12-31 01:15:50 -> 2023-12-25 16:34:25(same as wabimp.dll), AccessedTime : 2023-12-31 01:15:50 -> 2023-12-25 16:34:25(same as wabimp.dll)"""
logfile,10588363823,Execution of Suspicious Programs,SetMace (Timestamp Manipulation) has been executed.
usnjrnl,1754633616,Execution of Suspicious Programs,SetMace (Timestamp Manipulation) has been executed.
usnjrnl,1688454976,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package~31bf3856ad364e35~amd64~~10.0.19041.2364.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:05) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:18))"""
usnjrnl,1688456472,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package00~31bf3856ad364e35~amd64~~10.0.19041.2311.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:05) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:18)), (CreationTime(2022-12-20 21:25:06) is same as Microsoft-Windows-Client-Desktop-Required-Package00~31bf3856ad364e35~amd64~~10.0.19041.2311.mum)"""
usnjrnl,1688458240,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package01~31bf3856ad364e35~amd64~~10.0.19041.2311.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:05) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:18))"""
usnjrnl,1688459776,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0110~31bf3856ad364e35~amd64~~10.0.19041.2311.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:06) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:18))"""
usnjrnl,1688482568,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package051020~31bf3856ad364e35~amd64~~10.0.19041.2364.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:07) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:18))"""
usnjrnl,1688484504,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package051021~31bf3856ad364e35~amd64~~10.0.19041.2364.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:07) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:19))"""
usnjrnl,1688486448,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0511~31bf3856ad364e35~amd64~~10.0.19041.2364.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:07) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:19))"""
usnjrnl,1688487984,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0512~31bf3856ad364e35~amd64~~10.0.19041.2364.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:07) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:19))"""
usnjrnl,1688492800,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0515~31bf3856ad364e35~amd64~~10.0.19041.2364.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:08) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:19))"""
usnjrnl,1688494336,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0516~31bf3856ad364e35~amd64~~10.0.19041.2364.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:08) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:19))"""
usnjrnl,1688500656,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0518~31bf3856ad364e35~amd64~~10.0.19041.2364.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:09) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:19))"""
usnjrnl,1688503808,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package05110~31bf3856ad364e35~amd64~~10.0.19041.2364.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:09) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:19))"""
usnjrnl,1688506880,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package05112~31bf3856ad364e35~amd64~~10.0.19041.2311.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:10) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:19))"""
usnjrnl,1688535648,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Features-Package00~31bf3856ad364e35~amd64~~10.0.19041.2364.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:12) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:20))"""
usnjrnl,1688550400,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Features-Package03~31bf3856ad364e35~amd64~~10.0.19041.2364.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:13) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:21))"""
usnjrnl,1688564176,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Printer-Drivers-Package~31bf3856ad364e35~amd64~~10.0.19041.2193.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:13) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:21)), (CreationTime(2022-12-20 21:25:07) is same as Microsoft-Windows-Printer-Drivers-Package~31bf3856ad364e35~amd64~~10.0.19041.2193.mum)"""
usnjrnl,1688578288,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Features-Package0314~31bf3856ad364e35~amd64~~10.0.19041.2364.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:14) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:22))"""
usnjrnl,1688583952,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Features-Package0315~31bf3856ad364e35~amd64~~10.0.19041.2075.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:14) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:22))"""
usnjrnl,1688593880,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Features-Package04~31bf3856ad364e35~amd64~~10.0.19041.2193.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:15) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:22))"""
